,date,open,high,low,close,tick_volume,spread,real_volume
0,19/04/1998,310.3,315.2,310,312.9,1483,0,0
1,26/04/1998,312.25,313.65,301.1,302.5,3892,0,0
2,03/05/1998,302.45,306,296.6,300.1,3295,0,0
3,10/05/1998,299.55,303.9,295.1,301.5,3560,0,0
4,17/05/1998,301,302.2,297,300.1,2475,0,0
5,24/05/1998,298.85,300.1,290.4,293.2,2925,0,0
6,31/05/1998,292.75,294.65,286.75,291.9,3065,0,0
7,07/06/1998,290.95,299.3,284.5,286.25,5700,0,0
8,14/06/1998,285.25,300.5,283.7,299,4030,0,0
9,21/06/1998,299.29,299.8,291.9,294.1,3096,0,0
10,28/06/1998,292.9,298.7,291.9,295.1,2545,0,0
11,05/07/1998,293.85,296.15,289.5,291.1,2935,0,0
12,12/07/1998,289.6,295.7,288,294.75,2534,0,0
13,19/07/1998,293.45,296.1,290.2,291.7,2355,0,0
14,26/07/1998,291.1,292.4,285.7,286.7,2665,0,0
15,02/08/1998,286.2,290.35,282.5,286.9,3035,0,0
16,09/08/1998,286.1,287.7,282,284.3,2690,0,0
17,16/08/1998,284.2,287.3,282.2,285.05,2870,0,0
18,23/08/1998,283.9,285.55,270.75,274.6,3745,0,0
19,30/08/1998,273.9,287.7,273.8,287.1,3185,0,0
20,06/09/1998,286.5,297.3,282.9,294,4020,0,0
21,13/09/1998,292.45,293.6,286.35,291.7,3350,0,0
22,20/09/1998,290.4,300.3,287.05,294.4,3930,0,0
23,27/09/1998,293.15,303.8,291.6,300.8,3915,0,0
24,04/10/1998,300.1,305.2,293.8,297,3945,0,0
25,11/10/1998,296.75,301.3,294.4,300.2,3100,0,0
26,18/10/1998,299.8,300.3,291.2,293.1,2700,0,0
27,25/10/1998,291.85,295,290.6,292.8,1910,0,0
28,01/11/1998,292.6,295.1,287.6,293.4,2725,0,0
29,08/11/1998,292.4,298,289.5,296.2,3089,0,0
30,15/11/1998,295.5,298.65,293.25,296.4,2465,0,0
31,22/11/1998,295.9,297.7,294.9,296.55,1740,0,0
32,29/11/1998,295.8,296.8,291.2,292.7,2341,0,0
33,06/12/1998,291.8,297.6,289.3,291.1,3165,0,0
34,13/12/1998,291.45,296.7,288.4,289.3,2700,0,0
35,20/12/1998,289.5,291.1,285,286.5,2309,0,0
36,27/12/1998,285.6,289,285.5,288.5,1269,0,0
37,03/01/1999,288.3,292.6,285.9,291.6,2230,0,0
38,10/01/1999,290.9,293.75,284.4,286.7,2620,0,0
39,17/01/1999,285.9,289,285.05,286.6,1995,0,0
40,24/01/1999,286.2,288.7,281.4,286.4,2735,0,0
41,31/01/1999,286.4,290.7,286,288.8,2145,0,0
42,07/02/1999,288.4,290.8,286.2,289.8,1865,0,0
43,14/02/1999,289.15,290.95,284.2,288.6,2340,0,0
44,21/02/1999,287.6,288.9,285.1,287.3,2205,0,0
45,28/02/1999,286.5,289.6,285.1,288.2,2000,0,0
46,07/03/1999,287.8,294.65,287.7,292.1,1985,0,0
47,14/03/1999,291.9,292.45,281.4,284.5,3125,0,0
48,21/03/1999,283.7,285.8,278.7,280,2400,0,0
49,28/03/1999,279.85,281.45,278.1,280.7,1539,0,0
50,04/04/1999,279.6,282.5,277,281.8,2160,0,0
51,11/04/1999,281.65,285.4,280.5,284.5,2425,0,0
52,18/04/1999,283.3,285.65,282.35,283.8,1555,0,0
53,25/04/1999,283.15,288.1,280.05,286.8,2630,0,0
54,02/05/1999,286.2,290.2,279.05,283,3195,0,0
55,09/05/1999,282.1,282.6,275.1,276.2,2860,0,0
56,16/05/1999,275.5,277.15,271.85,273.2,2475,0,0
57,23/05/1999,271.75,273.8,267.4,270.5,2845,0,0
58,30/05/1999,269.9,271.65,263.25,265.5,3005,0,0
59,06/06/1999,264.4,267.9,256.9,260.9,3495,0,0
60,13/06/1999,259,263.65,257.75,259.8,2665,0,0
61,20/06/1999,258.8,261.9,257.7,259.7,2120,0,0
62,27/06/1999,259.35,263.9,258.8,263,1280,0,0
63,04/07/1999,262.8,263.75,255.25,257.4,3075,0,0
64,11/07/1999,256.5,257.55,252.45,254.1,2660,0,0
65,18/07/1999,253.75,257.4,252.05,255,2135,0,0
66,25/07/1999,255.4,257.5,252.6,256.2,2215,0,0
67,01/08/1999,255.65,258.85,253.6,255.7,2595,0,0
68,08/08/1999,255.7,261.95,255.15,260.9,2255,0,0
69,15/08/1999,260.1,262.5,257.1,257.6,2565,0,0
70,22/08/1999,256.85,258.15,251.7,254,2360,0,0
71,29/08/1999,253.25,256.7,253.05,254.5,2285,0,0
72,05/09/1999,254,257.85,253.95,256.8,1395,0,0
73,12/09/1999,256.25,258.2,254.5,255,1675,0,0
74,19/09/1999,254.5,271.75,254.15,269,3375,0,0
75,26/09/1999,268.5,327.8,268.5,310.3,17130,0,0
76,03/10/1999,307,342,307,322.2,13445,0,0
77,10/10/1999,319,326.6,310.5,316.4,8995,0,0
78,17/10/1999,313.38,320,300.1,303.9,7972,0,0
79,24/10/1999,301.3,304,285.75,300.2,6955,0,0
80,31/10/1999,294.5,299,286,291.6,5796,0,0
81,07/11/1999,286.75,299.75,286.4,291.8,4005,0,0
82,14/11/1999,290.75,297.38,288.6,295.5,3271,0,0
83,21/11/1999,293.85,300.4,293.4,297.62,2349,0,0
84,28/11/1999,296.2,298.65,278.88,280.3,4918,0,0
85,05/12/1999,278.4,286.5,274,279.2,4939,0,0
86,12/12/1999,278.4,286.38,278,284.3,3221,0,0
87,19/12/1999,283.3,291,281.88,287.75,3245,0,0
88,26/12/1999,287.12,292.2,286.5,289,2759,0,0
89,02/01/2000,287.5,291.5,278.7,282,4736,0,0
90,09/01/2000,281.15,285.68,280.25,284.6,2597,0,0
91,16/01/2000,283.8,290.25,282.4,289.5,2905,0,0
92,23/01/2000,287,291.5,280.3,282.75,4169,0,0
93,30/01/2000,281.6,315.8,281.5,310.8,6740,0,0
94,06/02/2000,313,327,294.8,311.15,11670,0,0
95,13/02/2000,310.35,316.75,297,305.75,8890,0,0
96,20/02/2000,303.4,307.5,291.1,294.5,5219,0,0
97,27/02/2000,291.25,295.35,286.88,289,4653,0,0
98,05/03/2000,288,294.7,287,289.5,4636,0,0
99,12/03/2000,290,292.65,282.4,285.1,4295,0,0
100,19/03/2000,282.8,292.15,282.35,285.5,5515,0,0
101,26/03/2000,284.5,285.85,274,279.4,4630,0,0
102,02/04/2000,278.5,289.25,275.3,280.7,6106,0,0
103,09/04/2000,280.1,287,278.55,283.1,4435,0,0
104,16/04/2000,284.25,285.8,278.3,280.5,3030,0,0
105,23/04/2000,279.5,281.4,272.6,273.6,3517,0,0
106,30/04/2000,275,283.3,272.1,279.2,3840,0,0
107,07/05/2000,278.7,281.2,275,276.4,3135,0,0
108,14/05/2000,276.2,278,271.5,274.5,3480,0,0
109,21/05/2000,273.85,277.65,268.7,272.8,3890,0,0
110,28/05/2000,272.2,283.2,271,281.4,3535,0,0
111,04/06/2000,280.8,291.65,277.6,284.35,5590,0,0
112,11/06/2000,282.75,294.62,282.65,289.5,5574,0,0
113,18/06/2000,288.9,290.9,282.2,283.4,3880,0,0
114,25/06/2000,282.9,293.6,281.55,289.3,3725,0,0
115,02/07/2000,288.6,290.6,281.6,284,3675,0,0
116,09/07/2000,283.4,285.9,279,281.3,2715,0,0
117,16/07/2000,280.2,284.65,277.05,280.6,3435,0,0
118,23/07/2000,280.25,282.15,277.3,278.9,3080,0,0
119,30/07/2000,278,279.6,271.7,273.5,3580,0,0
120,06/08/2000,272.5,276.05,270.8,275.4,2985,0,0
121,13/08/2000,274.5,279.4,272.6,277.15,3185,0,0
122,20/08/2000,276.45,277.8,270,274.5,3130,0,0
123,27/08/2000,273.4,279.1,272.1,277,2640,0,0
124,03/09/2000,276.7,278.35,271,273.4,3260,0,0
125,10/09/2000,272.7,276.05,270.6,272.7,3130,0,0
126,17/09/2000,271.8,276.5,268.25,272.4,3750,0,0
127,24/09/2000,271.9,279.95,271.55,274.5,3365,0,0
128,01/10/2000,274.1,275.05,268.4,269.9,3320,0,0
129,08/10/2000,269.15,278.1,268.25,272.9,3600,0,0
130,15/10/2000,272.65,275.7,268.9,271.8,4100,0,0
131,22/10/2000,270.9,272.65,261.85,264.72,3687,0,0
132,29/10/2000,264.42,267.3,262.85,265.4,3397,0,0
133,05/11/2000,265.45,267.3,263,265,3070,0,0
134,12/11/2000,264.75,268.85,263.65,266,2750,0,0
135,19/11/2000,266,268.45,265,266.1,2185,0,0
136,26/11/2000,265.7,273.5,265.25,269.6,3885,0,0
137,03/12/2000,269.5,276.4,269.1,273,3465,0,0
138,10/12/2000,272.5,273.75,267.8,270.7,2590,0,0
139,17/12/2000,270.3,275.95,268.75,274.2,2705,0,0
140,24/12/2000,273.54,276.65,270.65,272.5,2505,0,0
141,31/12/2000,272.45,274,266,268.4,3195,0,0
142,07/01/2001,267.85,270.4,263,264.57,2763,0,0
143,14/01/2001,264.1,267.25,262.36,265,2630,0,0
144,21/01/2001,264.5,269.75,261.7,263.55,4025,0,0
145,28/01/2001,262.9,269.45,262.05,267.8,2990,0,0
146,04/02/2001,267.2,268.05,258.8,260.9,3540,0,0
147,11/02/2001,260.4,262.6,253.5,259.2,3275,0,0
148,18/02/2001,258.6,262.4,255.65,261.8,2880,0,0
149,25/02/2001,261.3,270.12,261.25,263.1,3679,0,0
150,04/03/2001,262.5,273.05,259.5,272,3615,0,0
151,11/03/2001,271.9,275.6,257.95,259.3,4965,0,0
152,18/03/2001,259.1,264.6,258.25,262.6,2825,0,0
153,25/03/2001,261.9,264,256.75,258.2,3125,0,0
154,01/04/2001,257.8,261.25,254.2,260.3,3160,0,0
155,08/04/2001,259.8,261.75,256.05,259.5,2895,0,0
156,15/04/2001,259,266.1,257.95,264.9,3435,0,0
157,22/04/2001,264.15,267.45,261.35,263.9,3140,0,0
158,29/04/2001,263.3,268.05,262.65,266.4,1725,0,0
159,06/05/2001,266.15,271.25,264.05,268.3,2804,0,0
160,13/05/2001,267.9,287.3,266,287.3,3845,0,0
161,20/05/2001,285.75,299,274.57,277.9,8971,0,0
162,27/05/2001,277.4,280,264.4,267.3,4824,0,0
163,03/06/2001,266.5,275.5,264.25,274,3375,0,0
164,10/06/2001,273,277.4,266.1,271.8,5055,0,0
165,17/06/2001,271,276.2,270.6,272.9,3610,0,0
166,24/06/2001,272.3,279.55,267.3,271.1,4775,0,0
167,01/07/2001,270.6,272.5,264.15,266.5,3285,0,0
168,08/07/2001,266.5,270.35,265.1,267.6,2760,0,0
169,15/07/2001,266.95,272.35,266.25,270.3,3010,0,0
170,22/07/2001,270.15,270.8,265,267.8,2560,0,0
171,29/07/2001,267.6,269.55,264,268.8,2675,0,0
172,05/08/2001,268.5,277.55,265.75,274.8,3350,0,0
173,12/08/2001,273.5,281.7,273,279.5,3645,0,0
174,19/08/2001,279,280.05,271.55,273.1,3915,0,0
175,26/08/2001,272.25,276.75,270.15,274.7,3170,0,0
176,02/09/2001,274.45,275.25,270.7,273.4,2635,0,0
177,09/09/2001,273,296,270.45,285.8,10345,0,0
178,16/09/2001,288,296.1,283.75,291.7,6821,0,0
179,23/09/2001,290.5,294.65,286.5,293.45,5166,0,0
180,30/09/2001,292,293.7,288.1,291.2,3917,0,0
181,07/10/2001,290.75,294.62,279.7,284.7,5254,0,0
182,14/10/2001,284.2,286.25,277.2,279.9,4675,0,0
183,21/10/2001,279.4,280,273.95,277.6,2875,0,0
184,28/10/2001,277.1,282.5,276.65,280.2,2860,0,0
185,04/11/2001,279.7,281.6,276,277.95,3035,0,0
186,11/11/2001,277.2,282.5,273.45,275.1,4025,0,0
187,18/11/2001,274.1,275.25,271.7,272.65,1425,0,0
188,25/11/2001,272.3,276.55,272,274.65,1730,0,0
189,02/12/2001,274.15,278.7,273.1,274.3,2075,0,0
190,09/12/2001,273.8,278.95,270.95,278.2,1795,0,0
191,16/12/2001,276.85,281.75,274,277.9,2840,0,0
192,23/12/2001,277.2,280.75,275.55,276.3,2091,0,0
193,30/12/2001,275.9,279.75,275.65,278.7,2080,0,0
194,06/01/2002,277.9,289,276.9,287.3,2832,0,0
195,13/01/2002,286.1,289,282.45,283.3,2800,0,0
196,20/01/2002,282.8,283.55,277.35,279.2,2155,0,0
197,27/01/2002,278.7,286.7,276.6,286,2660,0,0
198,03/02/2002,285.25,308.3,284.9,303.5,6127,0,0
199,10/02/2002,303,304.8,295.1,297.6,4215,0,0
200,17/02/2002,298,298.88,289.55,292.5,3079,0,0
201,24/02/2002,292.25,299.12,290.4,297.9,2848,0,0
202,03/03/2002,297.1,299.62,287.4,289.5,2884,0,0
203,10/03/2002,289.35,295.15,288.85,289.8,2690,0,0
204,17/03/2002,289.8,298.38,289.5,298,1917,0,0
205,24/03/2002,296.9,304.27,295.35,302.25,2424,0,0
206,31/03/2002,301.75,306.45,297.75,299.8,3274,0,0
207,07/04/2002,299.35,302.75,296.75,301.9,2475,0,0
208,14/04/2002,301.4,305.6,297.15,302.1,2875,0,0
209,21/04/2002,301.5,311.5,301.35,311.1,2720,0,0
210,28/04/2002,310.25,312.85,306.35,311.7,3095,0,0
211,05/05/2002,311,313.4,307.55,310.8,2975,0,0
212,12/05/2002,310.1,311.65,305.95,310.8,2045,0,0
213,19/05/2002,310.1,323.48,309.75,320.3,4431,0,0
214,26/05/2002,319.8,329.25,319.5,326.3,4290,0,0
215,02/06/2002,325.8,331.15,319.75,323.7,4350,0,0
216,09/06/2002,324.1,324.6,315.45,319.6,4170,0,0
217,16/06/2002,318.6,324.6,316.25,324.4,2540,0,0
218,23/06/2002,323.9,326.3,309.9,314.2,5980,0,0
219,30/06/2002,313.7,315.4,310,311.8,2145,0,0
220,07/07/2002,310.7,317.5,309.9,315.8,3165,0,0
221,14/07/2002,315.7,325.4,315.5,323.7,3445,0,0
222,21/07/2002,323.2,325.23,300.5,303.5,6516,0,0
223,28/07/2002,303.7,307.5,298.45,306.9,3180,0,0
224,04/08/2002,306.6,315.05,303.7,314.3,3985,0,0
225,11/08/2002,313.8,317.5,310.8,313.7,3195,0,0
226,18/08/2002,313.2,315.4,303.95,306.8,3745,0,0
227,25/08/2002,306.2,314.3,306.2,312.5,2775,0,0
228,01/09/2002,312,321.1,310.9,320,2205,0,0
229,08/09/2002,319.4,323.6,314.4,316.6,3000,0,0
230,15/09/2002,316.55,324.5,313.5,322.15,8492,0,0
231,22/09/2002,322.15,328.3,318.5,319.95,7833,0,0
232,29/09/2002,320.25,325.5,319,322.25,4885,0,0
233,06/10/2002,322.25,323.7,315.9,316.75,3369,0,0
234,13/10/2002,318.45,319.1,310.22,312.85,9091,0,0
235,20/10/2002,312.5,314.6,308.5,313.05,4785,0,0
236,27/10/2002,313.27,321.8,312.5,318.75,6594,0,0
237,03/11/2002,320.35,323.5,316.5,321.55,5760,0,0
238,10/11/2002,321.55,325.4,316.5,320.55,8395,0,0
239,17/11/2002,320.55,322.5,316.3,321.05,6153,0,0
240,24/11/2002,320.15,321.5,315.62,317.9,4227,0,0
241,01/12/2002,318.47,329.6,315.7,326.25,8188,0,0
242,08/12/2002,326.57,336,322.3,330.55,7011,0,0
243,15/12/2002,333.15,354.72,331.9,340.75,10693,0,0
244,22/12/2002,340.76,351.51,340.45,349.25,5549,0,0
245,29/12/2002,349.17,353.5,341.1,351.25,8836,0,0
246,05/01/2003,349.85,357.75,344.45,354.75,13924,0,0
247,12/01/2003,354.75,359.2,345.51,356.55,12530,0,0
248,19/01/2003,356.55,370.5,353.05,368.35,10417,0,0
249,26/01/2003,373.97,374.22,362.4,368.15,12584,0,0
250,02/02/2003,368.15,388.75,366.75,369.75,14699,0,0
251,09/02/2003,370,373.36,346.75,351.55,14859,0,0
252,16/02/2003,351,355.05,341,351.9,12305,0,0
253,23/02/2003,351.75,360.65,344.75,349.95,13194,0,0
254,02/03/2003,349.5,358.6,344.7,350.75,13161,0,0
255,09/03/2003,352.22,355.5,331.45,336.35,9998,0,0
256,16/03/2003,339.95,345.65,325.49,326.05,10092,0,0
257,23/03/2003,328.13,334.7,325.88,332.45,9520,0,0
258,30/03/2003,332.61,339.15,321.88,325.38,10311,0,0
259,06/04/2003,321.72,329.55,318.88,328.05,10633,0,0
260,13/04/2003,326.13,328.5,321.88,327,6699,0,0
261,20/04/2003,327.13,336.66,326.3,333.25,10107,0,0
262,27/04/2003,333.34,344,327.13,340.95,10912,0,0
263,04/05/2003,341.72,349.95,339.15,348.55,10220,0,0
264,11/05/2003,348.8,357.5,348.05,354.75,10654,0,0
265,18/05/2003,357,373.65,356.4,368.75,11734,0,0
266,25/05/2003,368,375.02,358.3,364.85,9158,0,0
267,01/06/2003,363.25,370.3,359.36,363.85,11546,0,0
268,08/06/2003,362.75,367.45,350.7,356.75,11605,0,0
269,15/06/2003,356.75,365.28,355.1,356.25,8219,0,0
270,22/06/2003,357.25,358.86,342.4,345.22,11373,0,0
271,29/06/2003,345.11,353.85,343.8,351.05,6726,0,0
272,06/07/2003,350.63,352.08,342.07,344.8,17244,0,0
273,13/07/2003,345,349.77,340.1,347.15,16525,0,0
274,20/07/2003,347.5,364.92,346.7,362.75,11845,0,0
275,27/07/2003,362.75,368,344.95,346.35,11494,0,0
276,03/08/2003,347.6,358.25,345.48,356.75,10709,0,0
277,10/08/2003,356.34,367.8,350.77,363.5,10239,0,0
278,17/08/2003,363.61,367.15,355.95,362.95,11601,0,0
279,24/08/2003,362.55,378,358.9,375.55,13901,0,0
280,31/08/2003,375,379.55,369.55,377.35,5414,0,0
281,07/09/2003,377,384.1,373.25,375.3,12299,0,0
282,14/09/2003,375.5,383.8,371.35,381.8,11459,0,0
283,21/09/2003,381.25,394,378.8,380.6,12956,0,0
284,28/09/2003,381.5,388.8,366,369.55,12639,0,0
285,05/10/2003,369.8,378.7,367.7,373.65,11483,0,0
286,12/10/2003,373.1,377.1,366.2,371.55,12687,0,0
287,19/10/2003,371.3,392.7,369.25,388.8,14865,0,0
288,26/10/2003,387.6,391.95,379.4,384.5,14236,0,0
289,02/11/2003,384.6,385.6,375.65,383.3,13889,0,0
290,09/11/2003,382.8,399.4,381.85,397.48,20074,0,0
291,16/11/2003,396.7,401.01,385.55,395.82,23448,0,0
292,23/11/2003,395.82,401.1,389.23,398.05,15912,0,0
293,30/11/2003,397.5,407.15,396.55,406.1,19093,0,0
294,07/12/2003,406.3,412.25,402.74,409.05,2484,0,0
295,14/12/2003,403.2,412.9,401.05,409.1,2492,0,0
296,21/12/2003,409.35,414.3,407.8,413.3,956,0,0
297,28/12/2003,413.55,417.9,411.7,415.3,1283,0,0
298,04/01/2004,415.55,430.7,415.3,426.55,3149,0,0
299,11/01/2004,426.75,429.1,405.2,406.6,3493,0,0
300,18/01/2004,406.65,413.5,405.1,407.7,2161,0,0
301,25/01/2004,407.7,415.3,396.3,402.4,2614,0,0
302,01/02/2004,402.3,409,394.1,403.35,2496,0,0
303,08/02/2004,403.48,417.5,402.25,410.03,4465,0,0
304,15/02/2004,410.03,417.12,393.7,397.4,4661,0,0
305,22/02/2004,397,405.3,390.6,396.24,4886,0,0
306,29/02/2004,396.25,403.31,387.9,401.35,5101,0,0
307,07/03/2004,401.34,406.4,394.7,395.35,13577,0,0
308,14/03/2004,395.37,413.4,395.06,412.41,18429,0,0
309,21/03/2004,412.38,424,411.06,421.95,14863,0,0
310,28/03/2004,422.08,432.6,416.16,421.39,14984,0,0
311,04/04/2004,421.48,424.2,413.2,421.26,14044,0,0
312,11/04/2004,421.07,422.32,395.37,400.82,14494,0,0
313,18/04/2004,400.37,405.5,389.56,395.19,14368,0,0
314,25/04/2004,395.1,399.5,377.38,387.59,11222,0,0
315,02/05/2004,387.59,395.19,377.4,378.99,13279,0,0
316,09/05/2004,379.02,384.7,371.45,377.06,11000,0,0
317,16/05/2004,376.82,387.58,375.04,384.97,17038,0,0
318,23/05/2004,384.97,396.98,383.25,394.07,11642,0,0
319,30/05/2004,394.05,399.18,384.37,391.03,8318,0,0
320,06/06/2004,390.6,395.31,381.6,384.3,9431,0,0
321,13/06/2004,384.8,396.55,381.35,394.8,10314,0,0
322,20/06/2004,394.6,403.55,392.35,401.6,9289,0,0
323,27/06/2004,402.5,405.35,390.55,398.55,10364,0,0
324,04/07/2004,398.13,409.47,388.41,407.48,6068,0,0
325,11/07/2004,407.49,408.98,400.73,406.4,5245,0,0
326,18/07/2004,406.14,408.38,387,390.28,4567,0,0
327,25/07/2004,390.43,393.95,385.18,391.33,4943,0,0
328,01/08/2004,391.27,400.4,388.73,399.55,3389,0,0
329,08/08/2004,394.65,401.32,392.4,398.97,8912,0,0
330,15/08/2004,398.97,414.44,398.29,413.12,7895,0,0
331,22/08/2004,413.08,413.43,400.72,403.2,10723,0,0
332,29/08/2004,403.23,411.42,398.98,400.51,9127,0,0
333,05/09/2004,400.51,403.46,394.87,402,11322,0,0
334,12/09/2004,402.01,407.43,398.95,405.91,14511,0,0
335,19/09/2004,405.91,412.48,403.43,408.05,11893,0,0
336,26/09/2004,408.08,420.08,407.2,419.49,13850,0,0
337,03/10/2004,419.3,423.95,411.55,422.8,6959,0,0
338,10/10/2004,422.6,423.55,409.55,418.8,6146,0,0
339,17/10/2004,418.6,426.55,414.55,424.2,6322,0,0
340,24/10/2004,424.35,430.55,420.3,428.6,4406,0,0
341,31/10/2004,429.1,434.35,417.05,433.6,6474,0,0
342,07/11/2004,433.6,439.25,430.95,437.8,5917,0,0
343,14/11/2004,438.3,448.55,435.05,447.1,8469,0,0
344,21/11/2004,446.55,455.55,445.75,452.25,3825,0,0
345,28/11/2004,452.5,457.05,446.85,455.8,6916,0,0
346,05/12/2004,455.3,456.55,431.51,434.32,35399,0,0
347,12/12/2004,434.23,447.58,433.91,441.5,39229,0,0
348,19/12/2004,441.52,444.48,438.65,442.59,22220,0,0
349,26/12/2004,442.59,445.77,433.33,438.32,20711,0,0
